X,Y,OBJECTID,Status,Score,Match_addr,ShortLabel,USER_Year,USER_County,USER_District,USER_CDS2,USER_Name,USER_Street,USER_City,USER_State,USER_Zip,USER_Type,USER_Accommodations,USER_Classification,USER_LowGrade,USER_HighGrade,USER_EnrollK,USER_Enroll1,USER_Enroll2,USER_Enroll3,USER_Enroll4,USER_Enroll5,USER_Enroll6,USER_Enroll7,USER_Enroll8,USER_Enroll9,USER_Enroll10,USER_Enroll11,USER_Enroll12,USER_TotalEnroll,USER_PrevYearGrads,USER_FullTimeTeach,USER_PartTimeTeach,USER_Administrators,USER_OtherStaff,USER_TaxExempt,USER_CDS,USER_EnrollK5,USER_Enroll68,USER_Enroll912,COUNTY_NAM,CO_TEST,CO_TEST_Note
-13191081.6543,4031286.9553,1057,M,100,"1229 4th St, Santa Monica, California, 90401",1229 4th St,2024-25,Los Angeles,Santa Monica-Malibu Unified,A19649806162085,Sycamore Community School,1229 4Th Street,Santa Monica,CA,90401,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,16,19,17,17,7,12,10,9,9,0,0,0,0,116,0,9,4,1,1,Yes,19649806162085,88,28,0,Los Angeles,1,
-13191048.9693,4032042.825,1058,M,99.42,"1030 Lincoln Blvd, Santa Monica, California, 90403",1030 Lincoln Blvd,2024-25,Los Angeles,Santa Monica-Malibu Unified,A19649806935977,Saint Monica Catholic High School,1030 Lincoln Boulevard,Santa Monica,CA,90403,Coeducational,Day Only,Catholic,Ninth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,0,70,97,84,116,367,93,32,0,3,4,Yes,19649806935977,0,0,367,Los Angeles,1,
-13213579.2032,4033970.3995,1059,M,99.42,"3625 Winter Canyon Rd, Malibu, California, 90265",3625 Winter Canyon Rd,2024-25,Los Angeles,Santa Monica-Malibu Unified,A19649806962914,Our Lady of Malibu,3625 Winter Canyon Road,Malibu,CA,90265,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,15,9,8,7,5,5,4,10,0,0,0,0,0,63,0,12,4,1,3,Yes,19649806962914,49,14,0,Los Angeles,1,
-13188481.8253,4032130.1315,1060,M,99.42,"1714 21st St, Santa Monica, California, 90404",1714 21st St,2024-25,Los Angeles,Santa Monica-Malibu Unified,A19649806934657,Crossroads School for Arts & Sciences,1714 21St St,Santa Monica,CA,90404,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,48,51,52,53,55,54,89,114,108,141,143,144,150,1202,140,141,18,60,109,Yes,19649806934657,313,311,578,Los Angeles,1,
-13188701.2366,4032415.1911,1061,M,99.42,"2015 Colorado Ave, Santa Monica, California, 90404",2015 Colorado Ave,2024-25,Los Angeles,Santa Monica-Malibu Unified,A19649806963375,St. Anne Elementary,2015 Colorado Avenue,Santa Monica,CA,90404,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,10,10,13,13,15,16,10,15,15,0,0,0,0,117,0,9,1,1,7,Yes,19649806963375,77,40,0,Los Angeles,1,
-13191118.187,4031959.5186,1062,M,100,"1039 7th St, Santa Monica, California, 90403",1039 7th St,2024-25,Los Angeles,Santa Monica-Malibu Unified,A19649806964399,St Monica Catholic Elementary School,1039 7Th Street,Santa Monica,CA,90403,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,15,18,20,18,19,26,48,51,55,0,0,0,0,270,0,16,2,2,14,No,19649806964399,116,154,0,Los Angeles,1,
-13192427.8776,4032814.2131,1063,M,99.42,"438 San Vicente Blvd, Santa Monica, California, 90402",438 San Vicente Blvd,2024-25,Los Angeles,Santa Monica-Malibu Unified,A19649806977441,Carlthorp,438 San Vicente Boulevard,Santa Monica,CA,90402,Coeducational,Day Only,Non-Religious,Kindergarten,Sixth Grade,40,41,43,43,43,37,39,0,0,0,0,0,0,286,0,58,4,3,20,Yes,19649806977441,247,39,0,Los Angeles,1,
-13189739.9105,4031748.0256,1064,M,99.41,"1225 Broadway, Santa Monica, California, 90404",1225 Broadway,2024-25,Los Angeles,Santa Monica-Malibu Unified,A19649806982599,PS1 Pluralistic School,1225 Broadway,Santa Monica,CA,90404,Coeducational,Day Only,Non-Religious,Kindergarten,Sixth Grade,35,27,26,29,27,34,23,0,0,0,0,0,0,201,0,28,0,13,5,Yes,19649806982599,178,23,0,Los Angeles,1,
-13188886.2642,4032245.1678,1065,M,99.42,"1909 Colorado Ave, Santa Monica, California, 90404",1909 Colorado Ave,2024-25,Los Angeles,Santa Monica-Malibu Unified,A19649806982953,Santa Monica Montessori School,1909 Colorado Avenue,Santa Monica,CA,90404,Coeducational,Day Only,Non-Religious,Kindergarten,Third Grade,43,6,2,1,3,0,0,0,0,0,0,0,0,55,0,6,5,3,4,No,19649806982953,55,0,0,Los Angeles,1,
-13187051.9995,4032996.7987,1066,M,99.42,"3131 Olympic Blvd, Santa Monica, California, 90404",3131 Olympic Blvd,2024-25,Los Angeles,Santa Monica-Malibu Unified,A19649807098536,New Roads School,3131 Olympic Boulevard,Santa Monica,CA,90404,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,14,11,15,15,20,17,37,51,57,72,80,77,79,545,62,71,22,35,13,Yes,19649807098536,92,145,308,Los Angeles,1,
-13192220.5123,4084034.6389,1067,M,99.42,"26370 Diamond Pl, Unit 503, Santa Clarita, California, 91350","26370 Diamond Pl, Unit 503",2024-25,Los Angeles,Saugus Union,A19649986153175,CAlkids Learning Academy,26370 Diamond Place Unit 503,Santa Clarita,CA,91350,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,10,7,9,8,5,2,2,1,1,0,0,0,0,45,0,8,4,2,3,No,19649986153175,41,4,0,Los Angeles,1,
-13198293.0106,4087837.0761,1068,M,99.42,"27680 Dickason Dr, Valencia, California, 91355",27680 Dickason Dr,2024-25,Los Angeles,Saugus Union,A19649987088750,Legacy Christian Academy,27680 Dickason Drive,Valencia,CA,91355,Coeducational,Day Only,Christian Church (Disciples of Christ),Kindergarten,Twelfth Grade,53,54,54,53,50,51,39,37,39,18,10,16,11,485,0,31,36,15,11,Yes,19649987088750,315,115,55,Los Angeles,1,
-13152650.6659,4042590.6542,1069,M,100,"1955 Fremont Ave, South Pasadena, California, 91030",1955 Fremont Ave,2024-25,Los Angeles,South Pasadena Unified,A19650296934152,"Institute for the Redesign of Learning, Almansor Academy",1955 Fremont Avenue,South Pasadena,CA,91030,Coeducational,Day Only,Nondenominational,Kindergarten,Twelfth Grade,0,0,3,5,3,4,10,10,19,26,16,12,38,146,14,14,0,2,45,Yes,19650296934152,15,39,92,Los Angeles,1,
-13198568.7139,4087783.9193,1070,M,99.42,"27644 Newhall Ranch Rd, Valencia, California, 91355",27644 Newhall Ranch Rd,2024-25,Los Angeles,Saugus Union,A19649986138218,Alpha-Kidz International,"27644 Newhall Ranch Rd, #B45",Valencia,CA,91355,Coeducational,Day Only,Non-Religious,Kindergarten,Kindergarten,17,11,10,11,7,9,4,0,0,0,0,0,0,69,0,4,0,2,2,No,19649986138218,65,4,0,Los Angeles,1,
-13189459.9898,4032928.0402,1071,M,95.68,"1220 20th St, Santa Monica, California, 90404",1220 20th St,2024-25,Los Angeles,Santa Monica-Malibu Unified,A19649807038524,Lighthouse Church School,"1220 20Th Street, Lighthouse Church",Santa Monica,CA,90404,Coeducational,Day Only,Four Square Gospel,Kindergarten,Eighth Grade ,15,9,16,12,12,14,12,12,16,0,0,0,0,118,0,10,5,2,3,Yes,19649807038524,78,40,0,Los Angeles,1,
-13156263.0767,4047711.089,1072,M,99.4,"825 Colorado Blvd, Los Angeles, California, 90041",825 Colorado Blvd,2024-25,Los Angeles,South Pasadena Unified,A19650296168066,Fusion Academy Pasadena,"825 Colorado Boulevard, 118",Los Angeles,CA,90041,Coeducational,Day Only,Non-Religious,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,0,2,5,1,12,13,10,43,22,22,0,6,0,No,19650296168066,0,7,36,Los Angeles,1,
-13152875.5037,4043399.1742,1073,M,99.42,"1301 Rollin St, South Pasadena, California, 91030",1301 Rollin St,2024-25,Los Angeles,South Pasadena Unified,A19650296962328,Holy Family Catholic School,1301 Rollin Street,South Pasadena,CA,91030,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,56,29,32,26,35,33,29,36,36,0,0,0,0,312,36,18,3,2,17,Yes,19650296962328,211,101,0,Los Angeles,1,
-13187436.8531,4084424.533,1074,M,99.4,"27249 Luther Dr, Canyon Country, California, 91351",27249 Luther Dr,2024-25,Los Angeles,Sulphur Springs Union,A19650456935829,Santa Clarita Christian,27249 Luther Drive,Santa Clarita,CA,91351,Coeducational,Day Only,Baptist,Kindergarten,Twelfth Grade,41,42,41,38,33,45,54,45,48,59,19,45,28,538,24,32,6,1,42,Yes,19650456935829,240,147,151,Los Angeles,1,
-13142762.2466,4042369.8508,1075,M,98.47,"5521 Cloverly Ave, Temple City, California, 91780",5521 Cloverly Ave,2024-25,Los Angeles,Temple City Unified,A19650526964209,St. Luke Catholic School,5521 North Cloverly Ave.,Temple City,CA,91780,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,8,6,4,4,2,10,9,7,11,0,0,0,0,61,0,6,0,1,3,Yes,19650526964209,34,27,0,Los Angeles,1,
-13143885.3633,4044609.9651,1076,M,99.42,"6539 Rosemead Blvd, San Gabriel, California, 91775",6539 Rosemead Blvd,2024-25,Los Angeles,Temple City Unified,A19650526134621,Ark Christian Academy,6539 Rosemead Boulevard,San Gabriel,CA,91775,Coeducational,Day Only,Nondenominational,Kindergarten,Kindergarten,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,11,4,3,2,No,19650526134621,20,0,0,Los Angeles,1,
-13186667.3603,4084756.1461,1077,M,98.8,"18540 Soledad Canyon Rd, Canyon Country, California, 91351",18540 Soledad Canyon Rd,2024-25,Los Angeles,Sulphur Springs Union,A19650457080153,Cornerstone Christian,18540-102 Soledad Cyn Rd,Santa Clarita,CA,91351,Coeducational,Day Only,Nondenominational,First Grade,Twelfth Grade,0,2,2,1,2,4,1,1,1,1,0,2,3,20,0,13,0,1,0,Yes,19650457080153,11,3,6,Los Angeles,1,
-13172037.8244,4005296.1383,1078,M,99.42,"2300 Crenshaw Blvd, Torrance, California, 90501",2300 Crenshaw Blvd,2024-25,Los Angeles,Torrance Unified,A19650606143507,Ambassador High School,"2300 Crenshaw Blvd, Bldg. B",Torrance,CA,90501,Coeducational,Day Only,Nondenominational,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,9,12,13,25,28,35,26,148,16,10,5,2,6,Yes,19650606143507,0,34,114,Los Angeles,1,
-13174668.4264,4004723.3176,1079,M,99.42,"22760 Hawthorne Blvd, Suite 106, Torrance, California, 90505","22760 Hawthorne Blvd, Suite 106",2024-25,Los Angeles,Torrance Unified,A19650606151609,Mr. J's Academy,"22760 Hawthorne Boulevard, Suite 106",Torrance,CA,90505,Coeducational,Day Only,Non-Religious,Third Grade,Twelfth Grade,0,0,0,1,0,0,3,2,5,2,0,0,3,16,0,2,4,0,0,No,19650606151609,1,10,5,Los Angeles,1,
-13173182.0752,4003214.0097,1080,M,97.95,"2780 Lomita Blvd, Torrance, California, 90505",2780 Lomita Blvd,2024-25,Los Angeles,Torrance Unified,A19650606134639,Bread of Life Church School,"2780 Lomita Blvd. Torrance, Ca 90505",Torrance,CA,90505,Coeducational,Day Only,Nondenominational,Kindergarten,Kindergarten,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,2,0,Yes,19650606134639,10,0,0,Los Angeles,1,
-13176687.0656,4006933.6675,1081,M,99.42,"5211 Scott St, Torrance, California, 90503",5211 Scott St,2024-25,Los Angeles,Torrance Unified,A19650606167795,Fresh Roots Forest School,5211 Scott Street,Torrance,CA,90503,Coeducational,Day Only,Non-Religious,Kindergarten,Sixth Grade,3,3,3,3,3,3,3,0,0,0,0,0,0,21,0,2,2,1,0,No,19650606167795,18,3,0,Los Angeles,1,
-13170854.6087,4006641.4809,1082,M,99.42,"1304 El Prado Ave, Torrance, California, 90501",1304 El Prado Ave,2024-25,Los Angeles,Torrance Unified,A19650606170260,LINK School ,1304 El Prado Ave ,Torrance,CA,90501,Coeducational,Day Only,Non-Religious,Second Grade,Eighth Grade ,0,0,0,2,2,2,4,3,1,0,0,0,0,14,0,2,2,1,0,No,19650606170260,6,8,0,Los Angeles,1,
-13174649.1958,4007814.8779,1083,M,99.42,"3621 Garnet St, Apartment 6, Torrance, California, 90503","3621 Garnet St, Apartment 6",2024-25,Los Angeles,Torrance Unified,A19650606162978,Lighthouse Academy,"3621 Garnet St, Unit 6",Torrance,CA,90503,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,1,2,1,1,1,1,1,1,2,1,1,2,3,18,1,2,5,1,1,No,19650606162978,7,4,7,Los Angeles,1,
-13177148.9255,4006971.8384,1084,M,99.42,"5430 Torrance Blvd, Torrance, California, 90503",5430 Torrance Blvd,2024-25,Los Angeles,Torrance Unified,A19650606934301,Bishop Montgomery High,5430 Torrance Boulevard,Torrance,CA,90503,Coeducational,Day Only,Catholic,Ninth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,0,196,220,220,208,844,197,52,0,4,33,Yes,19650606934301,0,0,844,Los Angeles,1,
-13171561.3806,4007982.5665,1085,M,99.42,"2201 Amapola Ct, Torrance, California, 90501",2201 Amapola Ct,2024-25,Los Angeles,Torrance Unified,A19650606936025,Switzer Learning Center,2201 Amapola Court,Torrance,CA,90501,Coeducational,Day Only,Non-Religious,Fifth Grade,Twelfth Grade,0,0,0,0,0,1,2,6,9,5,12,10,6,51,14,6,0,6,35,Yes,19650606936025,1,17,33,Los Angeles,1,
-13173032.093,4001141.3612,1086,M,99.8,"2785 Pacific Coast Hwy, Torrance, California, 90505",2785 Pacific Coast Hwy,2024-25,Los Angeles,Torrance Unified,A19650606206569,Center For Learning Unlimited,"2785 Pacific Coast Highway, G",Torrance,CA,90505,Coeducational,Day Only,Non-Religious,First Grade,Twelfth Grade,0,0,0,0,1,1,2,1,3,2,2,1,5,18,3,4,0,1,15,Yes,19650606206569,2,6,10,Los Angeles,1,
-13176104.7837,4007811.9964,1087,M,99.42,"4625 Garnet St, Torrance, California, 90503",4625 Garnet St,2024-25,Los Angeles,Torrance Unified,A19650606963953,St. James Elementary,4625 Garnet Street,Torrance,CA,90503,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,11,17,19,16,24,20,19,25,10,0,0,0,0,161,0,11,4,1,3,Yes,19650606963953,107,54,0,Los Angeles,1,
-13171937.1649,4006203.1197,1088,M,99.43,"2371 W Carson St, Torrance, California, 90501",2371 W Carson St,2024-25,Los Angeles,Torrance Unified,A19650606962740,Nativity Catholic Elementary,2371 W. Carson Street,Torrance,CA,90501,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,26,27,19,23,23,24,19,32,24,0,0,0,0,217,21,11,4,2,8,Yes,19650606962740,142,75,0,Los Angeles,1,
-13173596.9364,4012451.5588,1089,M,99.42,"3846 Redondo Beach Blvd, Torrance, California, 90504",3846 Redondo Beach Blvd,2024-25,Los Angeles,Torrance Unified,A19650606963581,St. Catherine Laboure Elementary,3846 Redondo Beach Boulevard,Torrance,CA,90504,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,43,44,45,42,44,33,42,50,59,0,0,0,0,402,0,21,2,3,10,Yes,19650606963581,251,151,0,Los Angeles,1,
-13178693.7336,4003790.9495,1090,M,99.42,"330 Palos Verdes Blvd, Redondo Beach, California, 90277",330 Palos Verdes Blvd,2024-25,Los Angeles,Torrance Unified,A19650606968101,Riviera Hall Lutheran School,330 Palos Verdes Blvd,Redondo Beach,CA,90277,Coeducational,Day Only,Lutheran,Kindergarten,Eighth Grade ,26,26,22,26,27,27,38,22,42,0,0,0,0,256,0,13,1,1,10,Yes,19650606968101,154,102,0,Los Angeles,1,
-13173396.0932,4006128.4117,1091,M,99.43,"2900 W Carson St, Torrance, California, 90503",2900 W Carson St,2024-25,Los Angeles,Torrance Unified,A19650606967921,First Lutheran,2900 West Carson Street,Torrance,CA,90503,Coeducational,Day Only,Lutheran,Kindergarten,Eighth Grade ,43,38,39,46,34,41,24,26,13,0,0,0,0,304,0,22,4,2,10,No,19650606967921,241,63,0,Los Angeles,1,
-13175760.0147,4008377.787,1092,M,99.42,"4400 Del Amo Blvd, Torrance, California, 90503",4400 Del Amo Blvd,2024-25,Los Angeles,Torrance Unified,A19650606983076,South Bay Christian School,4400 Del Amo Boulevard,Torrance,CA,90503,Coeducational,Day Only,Seventh-day Adventist,Kindergarten,Eighth Grade ,7,11,8,7,9,10,4,8,10,0,0,0,0,74,0,6,4,1,4,Yes,19650606983076,52,22,0,Los Angeles,1,
-13174005.0608,4006066.0319,1093,M,99.42,"21720 Madrona Ave, Torrance, California, 90503",21720 Madrona Ave,2024-25,Los Angeles,Torrance Unified,A19650606988406,Hickory Tree School,21720 Madrona Ave,Torrance,CA,90503,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,6,5,4,4,3,5,0,0,0,0,0,0,0,27,0,9,1,2,1,No,19650606988406,27,0,0,Los Angeles,1,
-13173996.4206,4010684.1375,1094,M,99.42,"18213 Prairie Ave, Torrance, California, 90504",18213 Prairie Ave,2024-25,Los Angeles,Torrance Unified,A19650606993984,Playhouse School,18213 Prairie Avenue,Torrance,CA,90504,Coeducational,Day Only,Non-Religious,Kindergarten,First Grade,13,4,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,3,0,No,19650606993984,17,0,0,Los Angeles,1,
-13140229.1318,4035021.2604,1095,M,99.42,"10915 Michael Hunt Dr, South El Monte, California, 91733",10915 Michael Hunt Dr,2024-25,Los Angeles,Valle Lindo Elementary,A19650786961056,Epiphany Catholic,10915 Michael Hunt Drive,South El Monte,CA,91733,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,6,14,11,12,8,9,10,11,10,0,0,0,0,91,0,6,2,1,1,Yes,19650786961056,60,31,0,Los Angeles,1,
-13127897.1854,4037626.5689,1096,M,99.43,"900 W Christopher St, West Covina, California, 91790",900 W Christopher St,2024-25,Los Angeles,West Covina Unified,A19650946963623,St. Christopher Parish School,900 West Christopher Street,West Covina,CA,91790,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,11,7,3,1,5,12,5,6,12,0,0,0,0,62,0,4,3,1,2,Yes,19650946963623,39,23,0,Los Angeles,1,
-13171945.1147,4006131.5119,1097,M,99.43,"2370 W Carson St, Suite 100, Torrance, California, 90501","2370 W Carson St, Suite 100",2024-25,Los Angeles,Torrance Unified,A19650607090863,Branch of Hope School,2370 W Carson St #100,Torrance,CA,90501,Coeducational,Day Only,Presbyterian,First Grade,Twelfth Grade,0,1,0,1,0,0,1,0,1,0,1,1,0,6,0,0,0,2,0,No,19650607090863,2,2,2,Los Angeles,1,
-13175358.851,4005238.6938,1098,M,99.43,"4025 W 226th St, Torrance, California, 90505",4025 W 226th St,2024-25,Los Angeles,Torrance Unified,A19650607094105,South Bay High School,4025 W. 226Th St. ,Torrance,CA,90505,Coeducational,Residential Boarding Only,Non-Religious,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,1,1,3,5,7,7,11,35,3,2,2,2,5,No,19650607094105,0,5,30,Los Angeles,1,
-13125900.0068,4035463.4093,1099,M,99.43,"1600 E Francisquito Ave, West Covina, California, 91791",1600 E Francisquito Ave,2024-25,Los Angeles,West Covina Unified,A19650946983084,South Hills Academy,1600 E Francisquito Ave ,West Covina ,CA,91791,Coeducational,Both,Nondenominational,Kindergarten,Twelfth Grade,29,29,26,16,14,22,28,13,17,18,18,18,10,258,11,21,5,4,18,No,19650946983084,136,58,64,Los Angeles,1,
-13139563.7974,4025796.708,1100,M,99.42,"7056 Washington Ave, Whittier, California, 90602",7056 Washington Ave,2024-25,Los Angeles,Whittier City,A19651106153548,Keystone Montessori Preschool Whittier,7056 Washington Ave,Whittier,CA,90602,Coeducational,Day Only,Non-Religious,Kindergarten,Sixth Grade,25,25,25,25,25,25,25,0,0,0,0,0,0,175,0,2,0,2,0,No,19651106153548,150,25,0,Los Angeles,1,
-13160089.7894,4117227.9594,1101,M,99.41,"42537 50th St W, Lancaster, California, 93536",42537 50th St W,2024-25,Los Angeles,Westside Union Elementary,A19651026167035,Small Wonders Preschool & Learning Center,42537 50Th Street West ,Quartz Hill,CA,93536,Coeducational,Day Only,Non-Religious,Kindergarten,Kindergarten,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,1,0,Yes,19651026167035,9,0,0,Los Angeles,1,
-13141713.2156,4025823.4088,1102,M,99.42,"11755 Loch Lomond Dr, Whittier, California, 90606",11755 Loch Lomond Dr,2024-25,Los Angeles,Whittier Union High,A19651106200893,B'nai Ha Aliyah - Children of Ascent Academy,11755 Loch Lomond Dr,Whittier,CA,90606,Coeducational,Day Only,Nondenominational,First Grade,Twelfth Grade,0,3,5,2,8,2,2,0,3,0,9,4,8,46,3,8,3,2,0,No,19651106200893,20,5,21,Los Angeles,1,
-13139983.861,4026490.672,1103,M,99,"12907 Hadley St, Whittier, California, 90601",12907 Hadley St,2024-25,Los Angeles,Whittier City,A19651106160865,Freedom Christian Academy,12907 Hadley ,Whittier,CA,90601,Coeducational,Day Only,Nondenominational,Kindergarten,Tenth Grade,8,5,5,3,1,3,4,6,2,3,2,0,0,42,0,5,0,1,0,Yes,19651106160865,25,12,5,Los Angeles,1,
-13140362.0848,4025693.5681,1104,M,98.47,"7218 Pickering Ave, Whittier, California, 90602",7218 Pickering Ave,2024-25,Los Angeles,Whittier City,A19651106964316,St. Mary of the Assumption Elementary,7218 South Pickering Avenue,Whittier,CA,90602,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,38,19,22,11,18,22,19,16,17,0,0,0,0,182,0,13,0,1,10,Yes,19651106964316,130,52,0,Los Angeles,1,
-13135463.9846,4019013.0782,1105,M,99.42,"15461 Weeks Dr, Whittier, California, 90604",15461 Weeks Dr,2024-25,Los Angeles,Whittier City,A19651107092950,Risingstar Christian Academy,15461 Weeks Dr,Whittier,CA,90604,Coeducational,Day Only,Non-Religious,First Grade,Twelfth Grade,0,1,0,0,0,1,0,1,0,1,0,0,2,6,0,0,1,1,0,No,19651107092950,2,1,3,Los Angeles,1,
-13139571.1593,4026189.1861,1106,M,99.42,"6726 Washington Ave, Whittier, California, 90601",6726 Washington Ave,2024-25,Los Angeles,Whittier City,A19651106993323,Whittier Friends School,6726 Washington Ave.,Whittier,CA,90601,Coeducational,Day Only,Quaker (Friends),Kindergarten,Eighth Grade ,2,2,2,3,1,1,1,0,0,0,0,0,0,12,0,2,3,1,1,Yes,19651106993323,11,1,0,Los Angeles,1,
-13139070.2784,4026133.6507,1107,M,99.42,"13514 Olive Dr, Whittier, California, 90601",13514 Olive Dr,2024-25,Los Angeles,Whittier City,A19651107077910,The Broadoaks School of Whittier College,13514 Olive Drive,Whittier,CA,90601,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,12,12,13,8,16,0,0,14,8,0,0,0,0,83,0,18,2,2,4,Yes,19651107077910,61,22,0,Los Angeles,1,
-13141511.5047,4026522.6127,1108,M,98.47,"11703 Hadley St, Whittier, California, 90601",11703 Hadley St,2024-25,Los Angeles,Whittier City,A19651106986343,Hadley,11703 East Hadley St,Whittier,CA,90601,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,2,1,5,0,0,0,0,0,0,0,0,0,0,8,0,2,0,1,1,No,19651106986343,8,0,0,Los Angeles,1,
-13197442.1821,4087829.0491,1109,M,99.42,"23915 Gilford Pl, Valencia, California, 91354",23915 Gilford Pl,2024-25,Los Angeles,William S. Hart Union High,A19651366200323,Lighthouse Christian Academy,23915 Gilford Place,Valencia,CA,91354,Coeducational,Day Only,Non-Religious,First Grade,Twelfth Grade,0,1,5,0,5,5,2,5,2,3,2,4,2,36,3,12,0,2,0,No,19651366200323,16,9,11,Los Angeles,1,
-13141534.4395,4022291.7218,1110,M,99.42,"9635 Greenleaf Ave, Santa Fe Springs, California, 90670",9635 Greenleaf Ave,2024-25,Los Angeles,Whittier Union High,A19651286935985,St. Paul High School,9635 Greenleaf Avenue,Santa Fe Springs,CA,90670,Coeducational,Day Only,Catholic,Ninth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,0,101,102,97,105,405,87,24,1,3,2,Yes,19651286935985,0,0,405,Los Angeles,1,
-13142775.7499,4024059.1531,1111,M,99.69,"11807 Slauson Ave, Santa Fe Springs, California, 90670",11807 Slauson Ave,2024-25,Los Angeles,Whittier Union High,A19651287021439,Keystone Academy,11807 7/8 Slauson Avenue,Santa Fe Springs,CA,90670,Coeducational,Day Only,Nondenominational,Kindergarten,Twelfth Grade,5,10,5,7,6,3,9,6,7,12,11,6,9,96,6,60,0,4,0,No,19651287021439,36,22,38,Los Angeles,1,
-13158981.2286,4015126.1491,1112,M,99.43,"1300 E Palmer St, Compton, California, 90221",1300 E Palmer St,2024-25,Los Angeles,Compton Unified,A19734376916951,OPTIMAL CHRISTIAN ACADEMY,1300 E. Palmer Street,Compton,CA,90221,Coeducational,Day Only,Baptist,Kindergarten,Eighth Grade ,30,25,33,14,19,7,8,8,3,0,0,0,0,147,0,14,7,4,3,No,19734376916951,128,19,0,Los Angeles,1,
-13158825.2381,4015078.5139,1113,M,99.43,"302 N Long Beach Blvd, Compton, California, 90221",302 N Long Beach Blvd,2024-25,Los Angeles,Compton Unified,A19734370129502,Epiphany Academy,302 North Long Beach Boulevard,Compton,CA,90221,Coeducational,Day Only,Non-Religious,Fifth Grade,Twelfth Grade,0,0,0,0,0,0,1,2,1,4,5,4,4,21,4,2,0,2,6,No,19734370129502,0,4,17,Los Angeles,1,
-13159790.6568,4014477.9614,1114,M,99.02,"403 S Santa Fe Ave, Compton, California, 90221",403 S Santa Fe Ave,2024-25,Los Angeles,Compton Unified,A19734376934723,Eko Multi-Purpose Center,403 South Santa Fe Avenue,Compton,CA,90224,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,0,2,2,3,2,2,3,1,0,4,1,0,2,22,2,2,0,3,9,Yes,19734376934723,11,4,7,Los Angeles,1,
-13159835.78,4015192.94,1115,M,99.43,"601 E Palmer St, Compton, California, 90221",601 E Palmer St,2024-25,Los Angeles,Compton Unified,A19734376963011,Our Lady of Victory Catholic School,601 East Palmer Street,Compton,CA,90221,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,8,6,11,6,12,11,5,9,7,0,0,0,0,75,0,8,0,2,4,Yes,19734376963011,54,21,0,Los Angeles,1,
-13165135.7903,4014568.2924,1116,M,99.43,"15208 S Avalon Blvd, Compton, California, 90220",15208 S Avalon Blvd,2024-25,Los Angeles,Compton Unified,A19734377072903,Wonderland Angels Early Learning Center,15208 South Avalon Blvd,Compton,CA,90220,Coeducational,Day Only,Non-Religious,Kindergarten,Kindergarten,24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,2,0,No,19734377072903,24,0,0,Los Angeles,1,
-13164717.7006,4014732.8425,1117,M,99.41,"804 E Compton Blvd, Rancho Dominguez, California, 90220",804 E Compton Blvd,2024-25,Los Angeles,Compton Unified,A19734376963318,St. Albert the Great Elementary School,804 East Compton Boulevard,Rancho Dominguez,CA,90220,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,26,21,25,31,22,31,25,28,24,0,0,0,0,233,0,12,2,1,4,Yes,19734376963318,156,77,0,Los Angeles,1,
