X,Y,OBJECTID,Status,Score,Match_addr,ShortLabel,USER_Year,USER_County,USER_District,USER_CDS2,USER_Name,USER_Street,USER_City,USER_State,USER_Zip,USER_Type,USER_Accommodations,USER_Classification,USER_LowGrade,USER_HighGrade,USER_EnrollK,USER_Enroll1,USER_Enroll2,USER_Enroll3,USER_Enroll4,USER_Enroll5,USER_Enroll6,USER_Enroll7,USER_Enroll8,USER_Enroll9,USER_Enroll10,USER_Enroll11,USER_Enroll12,USER_TotalEnroll,USER_PrevYearGrads,USER_FullTimeTeach,USER_PartTimeTeach,USER_Administrators,USER_OtherStaff,USER_TaxExempt,USER_CDS,USER_EnrollK5,USER_Enroll68,USER_Enroll912,COUNTY_NAM,CO_TEST,CO_TEST_Note
-13601887.1406,4548763.5125,82,M,99.24,"5000 MacArthur Blvd, Oakland, California, 94613",5000 MacArthur Blvd,2024-25,Alameda,Oakland Unified,A01612596906549,Mills College Children's School at Northeastern University,5000 Macarthur Boulevard,Oakland,CA,94613,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,7,11,7,12,7,6,0,0,0,0,0,0,0,50,0,5,0,2,4,Yes,01612596906549,50,0,0,Alameda,1,
-13598206.047,4544635.6077,83,M,98.48,"9500 Stearns Ave, Oakland, California, 94605",9500 Stearns Ave,2024-25,Alameda,Oakland Unified,A01612596932784,Bishop O'Dowd High School,9500 Stearns Avenue,Oakland,CA,94605,Coeducational,Day Only,Catholic,Ninth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,0,324,319,312,304,1259,0,66,19,5,85,Yes,01612596932784,0,0,1259,Alameda,1,
-13603806.4682,4552432.1113,84,M,98.48,"4315 Lincoln Ave, Oakland, California, 94602",4315 Lincoln Ave,2024-25,Alameda,Oakland Unified,A01612596932925,Head-Royce School,4315 Lincoln Avenue,Oakland,CA,94602,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,38,38,39,40,41,40,82,87,89,108,101,99,100,902,94,109,17,45,15,Yes,01612596932925,236,258,408,Alameda,1,
-13607053.0825,4548822.7647,85,M,98.48,"2372 International Blvd, Oakland, California, 94601",2372 International Blvd,2024-25,Alameda,Oakland Unified,A01612596910343,Agnes Memorial Christian Academy,2372 International Blvd,Oakland,CA,94601,Coeducational,Day Only,Church of God,Kindergarten,Twelfth Grade,10,3,0,0,5,0,0,2,2,0,0,0,0,22,0,6,0,0,0,Yes,01612596910343,18,4,0,Alameda,1,
-13607846.9975,4558093.2968,86,M,98.48,"6100 Broad Way, Oakland, California, 94618",6100 Broad Way,2024-25,Alameda,Oakland Unified,A01612596932818,The College Preparatory School ,6100 Broadway,Oakland,CA,94618,Coeducational,Day Only,Non-Religious,Ninth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,0,92,102,88,91,373,85,42,8,11,28,Yes,01612596932818,0,0,373,Alameda,1,
-13605328.9199,4549250.5748,87,M,98.48,"2430 Coolidge Ave, Oakland, California, 94601",2430 Coolidge Ave,2024-25,Alameda,Oakland Unified,A01612596933022,Patten Academy of Christian Education,2430 Coolidge Ave.,Oakland,CA,94601,Coeducational,Day Only,Evangelical,Kindergarten,Twelfth Grade,6,6,6,9,3,7,8,5,3,1,4,7,5,70,7,9,2,1,4,Yes,01612596933022,37,16,17,Alameda,1,
-13606696.7807,4556764.6997,88,M,98.48,"4660 Harbord Dr, Oakland, California, 94618",4660 Harbord Dr,2024-25,Alameda,Oakland Unified,A01612596932941,Holy Names High School,4660 Harbord Drive,Oakland,CA,94618,Girls Only,Day Only,Catholic,Ninth Grade,Twelfth Grade,0,0,0,0,0,0,0,0,0,44,21,34,30,129,33,12,8,4,18,Yes,01612596932941,0,0,129,Alameda,1,
-13609920.4508,4552796.854,89,M,98.48,"116 Montecito Ave, Oakland, California, 94610",116 Montecito Ave,2024-25,Alameda,Oakland Unified,A01612596960694,St. Paul's Episcopal School,116 Montecito Ave,Oakland,CA,94610,Coeducational,Day Only,Episcopal,Kindergarten,Eighth Grade ,27,31,32,36,38,41,46,47,50,0,0,0,0,348,0,42,2,7,20,Yes,01612596960694,205,143,0,Alameda,1,
-13614132.6703,4552000.6393,90,M,98.48,"1575 7th St, Oakland, California, 94607",1575 7th St,2024-25,Alameda,Oakland Unified,A01612596933030,Pentecostal Way of Truth School Academy,1575 7Th Street,Oakland,CA,94607,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,0,0,0,1,2,0,2,3,2,0,2,1,0,13,0,4,5,2,0,Yes,01612596933030,3,7,3,Alameda,1,
-13608870.0668,4555258.0074,91,M,98.48,"4238 Howe St, Oakland, California, 94611",4238 Howe St,2024-25,Alameda,Oakland Unified,A01612596973010,Saint Leo the Great School,4238 Howe Street,Oakland,CA,94611,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,11,24,19,22,18,31,23,23,29,0,0,0,0,200,0,10,4,2,8,Yes,01612596973010,125,75,0,Alameda,1,
-13606992.1251,4558708.8848,92,M,98.48,"1 Hiller Dr, Oakland, California, 94618",1 Hiller Dr,2024-25,Alameda,Oakland Unified,A01612596967475,Bentley School,1 Hiller Drive,Oakland,CA,94618,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,41,33,31,34,30,42,45,45,41,0,0,0,0,342,0,38,0,3,25,Yes,01612596967475,211,131,0,Alameda,1,
-13606776.0263,4556435.7932,93,M,98.48,"4850 Clarewood Dr, Oakland, California, 94618",4850 Clarewood Dr,2024-25,Alameda,Oakland Unified,A01612596967533,St. Theresa School,4850 Clarewood Drive,Oakland,CA,94618,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,34,12,21,16,18,24,21,24,28,0,0,0,0,198,0,16,1,5,6,Yes,01612596967533,125,73,0,Alameda,1,
-13605859.7336,4548181.3067,94,M,98.48,"1516 33rd Ave, Oakland, California, 94601",1516 33rd Ave,2024-25,Alameda,Oakland Unified,A01612596972939,St. Elizabeth School Elementary (A Lumen Christi Academy),1516 33Rd Avenue,Oakland,CA,94601,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,20,11,11,24,25,19,25,29,28,0,0,0,0,192,0,9,0,1,9,Yes,01612596972939,110,82,0,Alameda,1,
-13612826.7374,4551895.8535,95,M,98.48,"1086 8th St, Oakland, California, 94607",1086 8th St,2024-25,Alameda,Oakland Unified,A01612596994107,St. Vincent's Day Home,1086 8Th Street,Oakland,CA,94607,Coeducational,Day Only,Non-Religious,Kindergarten,Kindergarten,27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,1,2,3,Yes,01612596994107,27,0,0,Alameda,1,
-13605667.2041,4550973.6757,96,M,98.48,"3245 Sheffield Ave, Oakland, California, 94602",3245 Sheffield Ave,2024-25,Alameda,Oakland Unified,A01612596995542,Redwood Day School,3245 Sheffield Avenue,Oakland,CA,94602,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,26,38,34,35,39,44,57,65,65,0,0,0,0,403,0,39,0,26,23,Yes,01612596995542,216,187,0,Alameda,1,
-13597088.5567,4545230.6015,97,M,98.48,"3710 Dorisa Ave, Oakland, California, 94605",3710 Dorisa Ave,2024-25,Alameda,Alameda Unified,A01612597054018,Northern Light School,3710 Dorisa Ave,Oakland,CA,94605,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,15,9,17,19,12,18,16,19,16,0,0,0,0,141,0,18,0,6,3,Yes,01612597054018,90,51,0,Alameda,1,
-13609639.3077,4555662.0885,98,M,98.48,"360 42nd St, Oakland, California, 94609",360 42nd St,2024-25,Alameda,Oakland Unified,A01612596998470,Park Day School,360 42Nd St,Oakland,CA,94609,Coeducational,Day Only,Non-Religious,Kindergarten,Eighth Grade ,34,31,34,39,33,38,45,44,40,0,0,0,0,338,0,38,2,19,5,Yes,01612596998470,209,129,0,Alameda,1,
-13601323.2632,4547324.8416,99,M,98.48,"6325 Camden St, Oakland, California, 94605",6325 Camden St,2024-25,Alameda,Oakland Unified,A01612597077878,"Spectrum Center, Camden Campus",6325 Camden Street,Oakland,CA,94605,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,0,0,0,0,0,0,2,0,2,1,3,2,2,12,0,3,0,1,0,No,01612597077878,0,4,8,Alameda,1,
-13599894.6503,4550883.2176,100,M,98.48,"5500 Redwood Rd, Oakland, California, 94619",5500 Redwood Rd,2024-25,Alameda,Oakland Unified,A01612597081524,Oakland Hebrew Day School,5500 Redwood Road,Oakland,CA,94619,Coeducational,Day Only,Jewish,Kindergarten,Eighth Grade ,19,24,17,16,20,17,12,20,8,0,0,0,0,153,0,28,4,9,1,Yes,01612597081524,113,40,0,Alameda,1,
-13603308.7691,4552601.3629,101,M,98.48,"4700 Lincoln Ave, Oakland, California, 94602",4700 Lincoln Ave,2024-25,Alameda,Oakland Unified,A01612597083397,Growing Light Montessori School,4700 Lincoln Avenue,Oakland,CA,94602,Coeducational,Day Only,Non-Religious,Kindergarten,Kindergarten,24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,2,2,1,No,01612597083397,24,0,0,Alameda,1,
-13604474.6297,4553837.6815,102,M,98.43,"5201 Park Blvd, Piedmont, California, 94611",5201 Park Blvd,2024-25,Alameda,Piedmont City Unified,A01612756170393,Academia de Mi Abuela ,5201 Park Blvd ,Piedmont ,CA,94611,Coeducational,Day Only,Non-Religious,Kindergarten,Third Grade,12,12,12,12,0,0,0,0,0,0,0,0,0,48,0,4,3,2,1,No,01612756170393,48,0,0,Alameda,1,
-13603368.5135,4547326.2168,103,M,98.48,"5277 Foothill Blvd, Oakland, California, 94601",5277 Foothill Blvd,2024-25,Alameda,Oakland Unified,A01612597098106,Muhammad University,5277 Foothill Blvd,Oakland,CA,94601,Coeducational,Day Only,Islamic (Muslim),Kindergarten,Twelfth Grade,2,0,0,1,1,2,2,1,1,1,3,1,4,19,0,3,0,2,0,No,01612597098106,6,4,9,Alameda,1,
-13601887.1406,4548763.5125,104,M,99.24,"5000 MacArthur Blvd, Oakland, California, 94613",5000 MacArthur Blvd,2024-25,Alameda,Oakland Unified,A01612597099518,Julia Morgan School for Girls,"5000 Macarthur Boulevard, #25",Oakland,CA,94613,Girls Only,Day Only,Non-Religious,Sixth Grade,Eighth Grade ,0,0,0,0,0,0,35,45,33,0,0,0,0,113,0,13,5,7,0,Yes,01612597099518,0,113,0,Alameda,1,
-13604795.7809,4553201.0113,105,M,98.43,"1 Estates Dr, Piedmont, California, 94611",1 Estates Dr,2024-25,Alameda,Piedmont City Unified,A01612756972632,Corpus Christi Elementary,1 Estates Drive,Piedmont,CA,94611,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,20,13,28,23,17,29,31,25,32,0,0,0,0,218,0,13,7,2,16,Yes,01612756972632,130,88,0,Alameda,1,
-13598724.227,4540571.6377,106,M,98.48,"451 Davis St, San Leandro, California, 94577",451 Davis St,2024-25,Alameda,San Leandro Unified,A01612916970636,St. Leander,451 Davis Street,San Leandro,CA,94577,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,19,12,14,16,9,15,21,9,16,0,0,0,0,131,0,11,3,2,9,Yes,01612916970636,85,46,0,Alameda,1,
-13596177.0507,4539984.943,107,M,98.48,"1851 136th Ave, San Leandro, California, 94578",1851 136th Ave,2024-25,Alameda,San Leandro Unified,A01612916972574,Assumption,1851 136Th Avenue,San Leandro,CA,94578,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,46,28,23,30,24,32,32,22,20,0,0,0,0,257,0,16,1,2,16,Yes,01612916972574,183,74,0,Alameda,1,
-13596802.5057,4535342.4124,108,M,98.48,"750 Fargo Ave, San Leandro, California, 94579",750 Fargo Ave,2024-25,Alameda,San Lorenzo Unified,A01613096995559,Woodroe Woods School,750 Fargo Avenue,San Leandro,CA,94579,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,24,15,11,10,6,7,0,0,0,0,0,0,0,73,0,7,3,4,1,Yes,01613096995559,73,0,0,Alameda,1,
-13598603.4225,4535783.6775,109,M,98.48,"1650 Manor Blvd, San Leandro, California, 94579",1650 Manor Blvd,2024-25,Alameda,San Lorenzo Unified,A01613096972947,St. Felicitas Catholic School,1650 Manor Boulevard,San Leandro,CA,94579,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,20,20,26,22,14,19,22,29,24,0,0,0,0,196,0,13,0,1,16,Yes,01613096972947,121,75,0,Alameda,1,
-13591928.9359,4536717.0941,110,M,98.48,"2330 Pomar Vista Ave, Castro Valley, California, 94546",2330 Pomar Vista Ave,2024-25,Alameda,San Lorenzo Unified,A01613096157481,Mission Hills School,2330 Pomar Vista Avenue,Castro Valley,CA,94546,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,58,24,22,14,7,10,0,0,0,0,0,0,0,135,0,7,3,3,5,No,01613096157481,135,0,0,Alameda,1,
-13593390.2996,4538378.3679,111,M,98.48,"2275 Arlington Dr, Castro Valley, California, 94578",2275 Arlington Dr,2024-25,Alameda,San Lorenzo Unified,A01613097035512,Seneca Family of Agencies- James Baldwin Academy,2275 Arlington Drive,San Leandro,CA,94578,Coeducational,Day Only,Non-Religious,Fifth Grade,Twelfth Grade,0,0,0,0,0,1,3,1,8,8,4,6,5,36,8,4,0,5,27,Yes,01613097035512,1,12,23,Alameda,1,
-13596157.8948,4533829.1604,112,M,98.48,"1000 Paseo Grande, San Lorenzo, California, 94580",1000 Paseo Grande,2024-25,Alameda,San Lorenzo Unified,A01613096998488,Redwood Christian Middle School and High School,1000 Paseo Grande,San Lorenzo,CA,94580,Coeducational,Day Only,Nondenominational,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,57,67,52,77,57,53,59,422,49,21,3,8,10,Yes,01613096998488,0,176,246,Alameda,1,
-13594034.192,4537270.9975,113,M,98.48,"15963 Marcella St, Ashland, California, 94578",15963 Marcella St,2024-25,Alameda,San Lorenzo Unified,A01613097092612,International Bible Baptist Academy,15963 Marcella Street,San Leandro,CA,94578,Coeducational,Day Only,Baptist,First Grade,Seventh Grade,0,1,2,0,1,3,1,1,0,0,0,0,0,9,0,3,2,4,1,Yes,01613097092612,7,2,0,Alameda,1,
-13594106.085,4535353.8848,114,M,98.49,"270 E Lewelling Blvd, Ashland, California, 94580",270 E Lewelling Blvd,2024-25,Alameda,San Lorenzo Unified,A01613096970602,St. John Catholic School,270 East Lewelling Boulevard,San Lorenzo,CA,94580,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,11,17,13,23,18,12,25,17,17,0,0,0,0,153,0,10,3,3,7,Yes,01613096970602,94,59,0,Alameda,1,
-13575874.2769,4537321.3356,115,M,98.48,"7500 Inspiration Dr, Dublin, California, 94568",7500 Inspiration Dr,2024-25,Alameda,Dublin Unified,A01750936933170,Valley Christian Middle / Senior High School,7500 Inspiration Drive,Dublin,CA,94568,Coeducational,Day Only,Assembly of God,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,30,34,28,15,27,36,18,188,28,20,5,10,3,Yes,01750936933170,0,92,96,Alameda,1,
-13575874.2769,4537321.3356,116,M,98.48,"7500 Inspiration Dr, Dublin, California, 94568",7500 Inspiration Dr,2024-25,Alameda,Dublin Unified,A01750936972657,Valley Christian Elementary School,7500 Inspiration Drive,Dublin,CA,94568,Coeducational,Day Only,Assembly of God,Kindergarten,Fifth Grade,24,36,24,26,20,32,0,0,0,0,0,0,0,162,0,20,3,1,2,Yes,01750936972657,162,0,0,Alameda,1,
-13572685.1676,4537483.0831,117,M,98.48,"6665 Amador Plaza Rd, Dublin, California, 94568",6665 Amador Plaza Rd,2024-25,Alameda,Dublin Unified,A01750936165211,Stratford School Dublin,6665 Amador Plaza Rd,Dublin,CA,94568,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,56,49,21,22,16,14,0,0,0,0,0,0,0,178,0,16,3,2,2,No,01750936165211,178,0,0,Alameda,1,
-13574378.1853,4539066.4023,118,M,98.48,"11557 Shannon Ave, Dublin, California, 94568",11557 Shannon Ave,2024-25,Alameda,Dublin Unified,A01750937012222,St. Raymond,11557 Shannon Ave.,Dublin,CA,94568,Coeducational,Day Only,Catholic,Kindergarten,Eighth Grade ,22,28,32,24,21,21,34,27,27,0,0,0,0,236,0,17,1,2,15,Yes,01750937012222,148,88,0,Alameda,1,
-13569935.8325,4534783.6831,119,M,98.48,"5901 Coronado Ln, Pleasanton, California, 94588",5901 Coronado Ln,2024-25,Alameda,Pleasanton Unified,A01751010140871,Summa Academy,5901 Coronado Lane,Pleasanton,CA,94588,Coeducational,Day Only,Non-Religious,Kindergarten,Sixth Grade,0,4,7,12,11,5,0,0,0,0,0,0,0,39,0,4,3,2,34,No,01751010140871,39,0,0,Alameda,1,
-13566609.4876,4540940.6074,120,M,98.48,"6363 Tassajara Rd, Dublin, California, 94568",6363 Tassajara Rd,2024-25,Alameda,Dublin Unified,A01750937103989,The Quarry Lane School,6363 Tassajara Rd,Dublin,CA,94568,Coeducational,Day Only,Non-Religious,Kindergarten,Twelfth Grade,130,83,65,59,73,66,79,82,78,88,79,75,78,1035,77,140,0,21,1,No,01750937103989,476,239,320,Alameda,1,
-13569085.536,4536102.676,121,M,98.48,"4301 Hacienda Dr, Suite 120, Pleasanton, California, 94588","4301 Hacienda Dr, Suite 120",2024-25,Alameda,Pleasanton Unified,A01751016158455,Fusion Academy Pleasanton,"4301 Hacienda Drive, Ste 120",Pleasanton,CA,94588,Coeducational,Day Only,Non-Religious,Sixth Grade,Twelfth Grade,0,0,0,0,0,0,0,3,2,7,11,7,9,39,11,11,2,4,0,No,01751016158455,0,5,34,Alameda,1,
-13569750.0118,4535721.9802,122,M,98.48,"4576 Willow Rd, Pleasanton, California, 94588",4576 Willow Rd,2024-25,Alameda,Pleasanton Unified,A01751016143788,Stratford School - Pleasanton,4576 Willow Road,Pleasanton,CA,94588,Coeducational,Day Only,Non-Religious,Kindergarten,Fifth Grade,69,69,54,67,47,38,0,0,0,0,0,0,0,344,0,19,0,4,22,No,01751016143788,344,0,0,Alameda,1,
